customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
CUST_STB_5804,45,Female,Rural,63376,29395,440925,0.45,2,45,20,1,42856,446,175201,21,stable
CUST_DEC_4586,43,Female,Semi-Urban,92658,58499,935984,0.8,4,18,67,5,13397,45813,112217,10,decrease
CUST_INC_2597,52,Male,Rural,76370,4165,16660,0.2,3,85,4,0,34985,18102,96962,31,increase
CUST_DEC_4620,56,Female,Urban,54398,42131,1390323,0.88,3,24,85,4,8052,20964,180063,11,decrease
CUST_STB_4317,33,Male,Urban,63221,27286,191002,0.41,2,64,10,2,33653,15593,243478,18,stable
CUST_STB_4675,21,Female,Urban,146324,71300,1283400,0.42,2,61,17,2,28821,12271,163699,12,stable
CUST_INC_5209,61,Male,Urban,142005,6945,48615,0.25,4,89,3,1,11302,3426,264494,30,increase
CUST_STB_8969,26,Female,Urban,123478,45222,768774,0.4,1,57,21,1,41928,36576,217838,16,stable
CUST_STB_9983,48,Male,Urban,143055,71285,570280,0.41,3,46,28,2,18198,49809,112718,14,stable
CUST_INC_4646,36,Female,Semi-Urban,34873,4689,9378,0.25,1,96,7,1,44566,18716,195310,29,increase
CUST_STB_4683,29,Female,Semi-Urban,70277,29552,295520,0.43,2,52,21,1,37691,23473,87872,23,stable
CUST_INC_3011,52,Male,Semi-Urban,51476,8554,34216,0.23,3,89,0,1,9682,36911,146879,27,increase
CUST_STB_3361,38,Male,Urban,125045,46222,508442,0.42,2,52,21,2,7714,20930,366855,23,stable
CUST_INC_692,27,Male,Rural,28476,2338,9352,0.15,2,85,1,0,39805,14688,145086,28,increase
CUST_INC_4377,35,Female,Urban,93111,18323,91615,0.1,2,87,8,0,26177,40653,224615,24,increase
CUST_STB_7203,57,Male,Urban,130818,53036,424288,0.41,4,50,18,1,17384,3380,249272,22,stable
CUST_STB_4765,47,Male,Urban,94826,39378,315024,0.45,2,47,12,1,27388,45301,347716,20,stable
CUST_DEC_3245,24,Male,Urban,142411,110079,3412449,0.85,1,9,53,4,7234,18450,104732,9,decrease
CUST_RND_422,41,Female,Urban,40411,25344,385639,0.82,6,70,18,3,80478,38087,397243,31,increase
CUST_STB_11518,21,Male,Urban,95722,41713,417130,0.41,3,61,21,2,24587,30935,159402,21,stable
CUST_INC_4953,59,Female,Rural,63932,4472,31304,0.28,2,96,0,1,32806,2500,134753,30,increase
CUST_INC_2105,28,Female,Rural,75955,11357,56785,0.24,4,97,1,1,13777,18397,182304,28,increase
CUST_INC_858,54,Female,Semi-Urban,62554,3796,7592,0.19,2,91,8,1,5628,41489,239473,30,increase
CUST_STB_825,28,Male,Semi-Urban,49783,23180,278160,0.45,1,45,21,2,12953,37552,179125,20,stable
CUST_RND_1701,30,Female,Semi-Urban,39959,42484,346832,0.76,3,88,41,8,62590,75822,393305,21,decrease
CUST_STB_12444,43,Female,Urban,141329,63085,567765,0.48,2,64,27,1,15019,20698,278136,24,stable
CUST_DEC_459,55,Male,Semi-Urban,58385,41821,1296451,0.99,4,8,75,3,35300,1947,128227,9,decrease
CUST_INC_622,38,Male,Semi-Urban,46592,6686,33430,0.28,1,96,2,0,43078,10467,170080,32,increase
CUST_STB_1613,42,Female,Semi-Urban,86810,37043,222258,0.45,3,58,16,1,49711,22805,112857,23,stable
CUST_DEC_4289,35,Female,Semi-Urban,64031,49483,742245,0.93,3,23,37,4,20039,22093,203811,7,decrease
CUST_DEC_1220,27,Male,Urban,86829,78854,2838744,0.9,4,4,59,5,13887,45357,275640,10,decrease
CUST_INC_5037,45,Female,Urban,139020,16491,32982,0.13,4,99,8,1,49344,26867,330746,33,increase
CUST_STB_11623,43,Male,Urban,41130,14795,103565,0.44,3,60,21,1,46818,29346,183052,12,stable
CUST_STB_13355,36,Female,Urban,58701,20994,125964,0.47,2,62,18,2,33940,30746,299188,14,stable
CUST_STB_1452,35,Male,Urban,97320,46628,326396,0.5,4,49,26,2,25329,16713,303664,13,stable
CUST_STB_4877,61,Female,Urban,49318,20989,188901,0.4,2,45,14,1,36661,18505,192098,20,stable
CUST_STB_1514,57,Female,Rural,78970,35201,422412,0.44,4,49,27,2,25017,18374,72369,24,stable
CUST_STB_2676,50,Female,Rural,60053,24857,447426,0.46,1,58,22,2,36611,5291,139537,20,stable
CUST_INC_3882,34,Female,Semi-Urban,53587,6516,39096,0.29,4,88,5,1,27145,1295,215173,24,increase
CUST_STB_9718,60,Male,Urban,64127,25693,256930,0.49,2,62,24,2,37498,48785,177301,16,stable
CUST_STB_6609,24,Female,Rural,29592,12711,101688,0.41,4,54,22,2,49393,27820,121399,22,stable
CUST_STB_5090,55,Female,Urban,71751,28179,394506,0.43,1,63,13,1,41427,12793,278955,24,stable
CUST_STB_13388,25,Female,Semi-Urban,25165,11867,83069,0.45,1,52,29,1,6629,10265,247166,14,stable
CUST_RND_743,40,Male,Semi-Urban,46584,64243,83324,0.86,0,47,32,2,23605,70694,268035,29,decrease
CUST_STB_8714,22,Female,Urban,122612,42968,515616,0.5,2,50,17,1,7300,29698,241006,18,stable
CUST_INC_4229,22,Male,Semi-Urban,72946,2932,8796,0.13,4,96,1,0,41205,48474,183667,24,increase
CUST_RND_1080,59,Female,Semi-Urban,140511,77884,200341,0.76,7,52,58,4,20279,22866,317219,16,stable
CUST_INC_3613,39,Male,Semi-Urban,95219,4145,29015,0.16,2,95,9,1,32976,38,249219,27,increase
CUST_STB_2257,38,Male,Urban,124013,50888,610656,0.4,2,55,21,1,41580,27046,355716,13,stable
CUST_STB_1745,64,Male,Urban,97956,46443,417987,0.43,1,50,20,1,38978,29677,278874,21,stable
CUST_DEC_2572,41,Female,Urban,128205,110386,1766176,0.96,3,33,72,4,7472,9796,261949,11,decrease
CUST_STB_4863,60,Female,Urban,68794,32978,395736,0.48,1,59,13,1,25053,33161,102836,18,stable
CUST_INC_3842,52,Male,Urban,149346,4956,29736,0.18,2,90,0,1,42633,21320,104324,36,increase
CUST_STB_812,36,Female,Semi-Urban,54669,23284,232840,0.48,2,51,10,1,41943,48158,111124,24,stable
CUST_STB_869,52,Male,Semi-Urban,76667,28250,310750,0.43,1,47,17,1,46675,6922,157027,20,stable
CUST_RND_149,57,Female,Urban,28398,65854,444080,0.28,7,38,1,0,63670,6995,340238,18,increase
CUST_DEC_3313,37,Female,Rural,78838,50300,1257500,0.71,1,7,41,4,10934,3419,137052,12,decrease
CUST_STB_9735,42,Male,Rural,62396,29016,493272,0.42,4,62,10,1,21919,6372,189948,18,stable
CUST_DEC_4198,63,Female,Urban,44627,40174,1004350,0.73,2,33,76,3,47901,47500,130757,12,decrease
CUST_INC_841,40,Male,Semi-Urban,70483,7714,61712,0.25,2,93,7,1,5688,43031,178638,34,increase
CUST_STB_3281,46,Female,Urban,136271,56676,566760,0.42,4,50,26,2,49209,19232,159496,15,stable
CUST_DEC_5159,45,Female,Urban,144335,130512,4045872,0.99,2,21,38,3,47247,20522,145230,8,decrease
CUST_STB_12142,40,Female,Urban,115007,56569,791966,0.42,1,63,17,2,46763,30253,237852,19,stable
CUST_INC_4116,40,Female,Urban,117296,19903,139321,0.24,2,88,0,0,45991,6145,204415,31,increase
CUST_STB_8786,21,Female,Urban,82600,34198,307782,0.49,4,54,12,1,15033,38383,192201,23,stable
CUST_STB_7141,63,Female,Urban,145300,66181,595629,0.47,1,57,13,1,26386,45652,235206,23,stable
CUST_STB_8597,40,Male,Semi-Urban,63722,30624,275616,0.45,2,49,23,1,5788,17624,77183,23,stable
CUST_INC_3038,51,Female,Rural,33330,3632,10896,0.13,3,92,3,1,20511,3845,103961,24,increase
CUST_RND_1168,61,Male,Rural,36427,28779,366598,0.58,3,72,92,2,53942,20788,75977,26,stable
CUST_RND_182,32,Male,Semi-Urban,112998,118870,166658,0.54,0,98,5,5,20536,87470,234368,23,decrease
CUST_STB_3505,40,Male,Semi-Urban,86475,37818,529452,0.4,3,64,11,2,22239,31023,70643,16,stable
CUST_STB_3525,30,Male,Urban,147941,57143,800002,0.43,3,51,18,1,27563,41589,307459,17,stable
CUST_INC_375,54,Male,Urban,140797,5324,26620,0.25,1,97,2,1,30409,28679,173281,36,increase
CUST_STB_9211,56,Male,Semi-Urban,89151,31696,412048,0.4,4,48,27,2,15674,23881,127405,14,stable
CUST_INC_3991,22,Male,Semi-Urban,46663,3812,22872,0.28,2,86,6,0,14783,1463,87818,25,increase
CUST_STB_5421,40,Male,Urban,111136,50267,301602,0.48,4,52,21,2,15382,40863,306107,18,stable
CUST_STB_6725,29,Female,Semi-Urban,49896,20522,184698,0.48,3,53,14,2,37051,46713,157285,19,stable
CUST_RND_561,48,Male,Semi-Urban,52479,58821,348812,0.96,7,95,72,2,48719,77833,383898,29,stable
CUST_STB_5080,39,Male,Urban,148882,54181,704353,0.43,2,58,15,1,48791,48406,268514,20,stable
CUST_DEC_4761,33,Female,Urban,69545,48511,1649374,0.8,1,2,31,5,47655,21902,145603,12,decrease
CUST_STB_2559,55,Male,Rural,61850,24523,343322,0.49,3,55,21,2,37225,38437,158987,14,stable
CUST_RND_865,42,Female,Semi-Urban,144248,54324,445867,0.69,5,58,69,5,99705,50546,369740,1,decrease
CUST_STB_10037,54,Female,Rural,37883,16941,254115,0.49,1,49,23,2,35956,3744,67888,20,stable
CUST_RND_536,40,Male,Urban,103924,37805,47163,0.52,5,91,5,2,34107,68572,145685,7,stable
CUST_INC_2808,44,Male,Urban,57047,10784,86272,0.24,4,87,7,0,22653,15505,349828,33,increase
CUST_DEC_4843,43,Male,Urban,97132,75899,1897475,0.76,4,49,40,4,44319,43861,314186,6,decrease
CUST_RND_1349,41,Male,Semi-Urban,145987,106203,82976,0.39,5,8,53,8,83202,29593,213857,16,decrease
CUST_DEC_4562,29,Male,Urban,130159,92418,1571106,0.85,1,14,86,6,47059,8422,152491,8,decrease
CUST_STB_12726,30,Female,Rural,27934,13820,207300,0.48,1,55,19,1,6644,27404,159927,22,stable
CUST_STB_1187,49,Male,Semi-Urban,52476,21543,344688,0.45,3,57,19,1,20729,4784,204563,20,stable
CUST_DEC_1763,33,Female,Semi-Urban,64926,42379,1101854,0.96,3,11,71,4,34328,43729,241749,8,decrease
CUST_DEC_1911,64,Female,Urban,79121,79107,1740354,0.74,2,22,57,3,16903,28057,193641,7,decrease
CUST_STB_8521,62,Male,Semi-Urban,39971,15497,278946,0.44,1,54,14,2,28794,11743,180685,20,stable
CUST_INC_3676,50,Male,Urban,130830,13788,110304,0.19,1,86,0,1,10099,47234,371031,24,increase
CUST_INC_3201,44,Male,Semi-Urban,89570,4064,28448,0.29,2,99,6,0,28829,13892,176238,27,increase
CUST_STB_7320,22,Female,Urban,80649,28999,376987,0.44,2,58,12,1,43002,37289,153382,14,stable
CUST_DEC_3001,21,Female,Semi-Urban,85113,75791,1061074,0.88,4,11,48,4,40162,45363,197157,12,decrease
CUST_STB_5295,36,Male,Urban,40895,16552,115864,0.47,4,52,23,2,29562,15069,151911,17,stable
CUST_STB_4474,25,Male,Urban,130334,62896,1069232,0.48,2,51,18,2,48343,48038,243271,18,stable
CUST_STB_11565,36,Female,Urban,119010,51694,775410,0.5,4,60,25,1,19646,41972,211339,18,stable
CUST_INC_2381,44,Female,Semi-Urban,87566,10433,62598,0.15,1,97,2,0,41045,13881,123686,30,increase
CUST_DEC_3576,43,Female,Rural,52427,39707,1191210,0.97,2,10,88,4,33773,42671,129598,8,decrease
CUST_INC_5195,62,Male,Semi-Urban,99198,6464,25856,0.15,2,86,5,1,42336,25098,157640,24,increase
CUST_RND_508,58,Female,Urban,87275,96709,67390,0.74,2,52,18,5,11675,93105,100926,25,increase
CUST_DEC_2082,53,Female,Urban,70930,68738,1993402,0.93,4,11,85,6,17456,17740,188258,10,decrease
CUST_STB_9936,58,Female,Semi-Urban,79418,32831,393972,0.45,1,56,10,2,7927,15659,157725,18,stable
CUST_RND_308,35,Female,Semi-Urban,32701,21375,87274,0.56,3,54,69,6,42559,75222,271901,28,increase
CUST_INC_2349,33,Male,Urban,137977,1876,9380,0.25,4,94,7,1,31433,25836,191727,34,increase
CUST_STB_2017,48,Female,Semi-Urban,80704,38562,269934,0.41,1,53,27,1,22206,24501,220966,22,stable
CUST_STB_11710,48,Female,Urban,129101,53905,808575,0.4,3,64,14,2,11324,15490,148454,24,stable
CUST_INC_1517,40,Male,Urban,131288,5714,34284,0.13,3,92,9,1,18260,6244,240637,34,increase
CUST_RND_104,40,Female,Rural,60778,112934,53422,0.1,7,79,26,9,13793,39400,389492,31,stable
CUST_STB_3606,60,Female,Semi-Urban,99860,36152,325368,0.5,1,52,14,1,24259,8512,225804,17,stable
CUST_INC_3081,23,Female,Urban,135955,4915,39320,0.23,1,87,3,1,28691,14651,196683,27,increase
CUST_INC_3988,46,Female,Semi-Urban,29927,5238,26190,0.28,1,85,5,1,29656,16670,74921,34,increase
CUST_STB_9453,40,Male,Urban,144152,51159,920862,0.45,2,45,10,2,41969,23020,137215,15,stable
CUST_STB_4605,34,Female,Urban,63257,31016,558288,0.48,4,61,25,2,39931,19222,352245,24,stable
CUST_STB_11589,37,Male,Urban,83127,39283,235698,0.41,3,51,27,2,23487,17835,281734,18,stable
CUST_STB_6148,30,Male,Semi-Urban,87456,33972,611496,0.47,4,60,11,2,34375,29578,184367,15,stable
CUST_INC_3308,56,Male,Rural,79506,5694,11388,0.29,2,96,2,0,32481,43201,96915,27,increase
CUST_DEC_3049,28,Female,Urban,141617,101672,2541800,0.85,2,42,64,6,20544,46027,241514,6,decrease
CUST_DEC_2493,52,Female,Rural,64665,49477,593724,0.79,3,30,58,5,13572,34548,111237,8,decrease
CUST_INC_945,43,Male,Semi-Urban,55094,10337,31011,0.22,1,87,0,0,43808,2667,176827,24,increase
CUST_STB_132,24,Male,Rural,67295,31626,537642,0.45,4,62,27,2,30338,21730,173797,24,stable
CUST_RND_1862,53,Male,Urban,125323,113506,120138,0.19,3,83,23,0,56257,87631,282431,13,increase
CUST_STB_4644,60,Male,Urban,61024,27746,388444,0.43,1,51,14,1,14127,42704,122755,24,stable
CUST_INC_1499,28,Male,Urban,124229,14732,117856,0.11,4,91,7,0,42307,10322,201941,25,increase
CUST_INC_1655,25,Female,Urban,59320,7255,14510,0.2,3,95,8,1,48099,24147,344280,28,increase
CUST_STB_498,25,Female,Rural,40470,14962,209468,0.5,1,56,26,1,35329,11110,67118,13,stable
CUST_STB_11807,54,Male,Rural,36504,12936,168168,0.4,1,62,15,1,12220,34418,103817,12,stable
CUST_STB_10529,42,Female,Semi-Urban,60369,30140,301400,0.45,3,57,13,2,31489,46823,215133,20,stable
CUST_DEC_3021,58,Female,Urban,146373,130047,2600940,0.83,1,28,60,6,13743,24429,114372,9,decrease
CUST_STB_4827,26,Female,Rural,53596,20962,209620,0.5,4,59,19,2,43179,27967,199151,21,stable
CUST_INC_1880,29,Female,Semi-Urban,53073,6698,46886,0.14,3,93,9,0,27890,36995,89824,35,increase
CUST_STB_6175,54,Male,Rural,53509,19436,310976,0.44,2,62,24,2,22388,45011,191205,16,stable
CUST_RND_1210,36,Female,Semi-Urban,88775,6692,351902,0.75,5,80,90,0,69742,90762,54142,4,increase
CUST_STB_11324,41,Female,Rural,62973,24174,435132,0.48,3,64,11,2,30280,41390,58983,20,stable
CUST_STB_12541,55,Female,Urban,60671,25324,177268,0.47,3,61,12,2,48262,36566,170602,15,stable
CUST_DEC_1115,45,Female,Rural,26038,22297,289861,0.91,1,39,66,7,49323,31492,55817,8,decrease
CUST_INC_3972,56,Male,Rural,21095,2776,16656,0.21,4,85,6,0,41340,1711,186179,31,increase
CUST_INC_2645,29,Female,Rural,78353,1596,12768,0.18,4,86,2,0,37483,40146,179872,34,increase
CUST_DEC_2976,55,Female,Rural,27883,26534,557214,0.73,1,32,82,5,49750,1278,139720,12,decrease
CUST_INC_4995,56,Male,Semi-Urban,70517,11611,92888,0.29,2,99,8,1,5692,4712,165760,26,increase
CUST_INC_1762,40,Male,Urban,86297,15793,47379,0.25,4,96,4,0,10941,30098,351093,32,increase
CUST_RND_465,43,Male,Semi-Urban,132853,6658,225314,0.91,7,81,6,0,76044,51350,111843,14,decrease
CUST_STB_9396,30,Female,Rural,79309,39492,276444,0.45,3,59,21,1,22841,30313,84765,19,stable
CUST_RND_295,60,Female,Rural,105646,91470,221929,0.41,7,79,81,2,31968,3231,155323,17,decrease
CUST_STB_6325,60,Female,Urban,143417,63643,763716,0.48,1,56,16,1,19380,24547,120148,16,stable
CUST_STB_10394,50,Male,Urban,118110,45442,727072,0.47,3,47,23,2,11284,43739,102581,15,stable
CUST_INC_2244,60,Male,Urban,82876,5046,25230,0.19,4,92,5,0,46480,43919,199029,26,increase
CUST_STB_9772,44,Female,Semi-Urban,80914,34166,341660,0.5,3,49,13,1,16373,33413,71497,17,stable
CUST_STB_12591,37,Male,Rural,77859,37644,263508,0.44,1,55,27,2,27223,3409,182640,20,stable
CUST_STB_10253,25,Male,Semi-Urban,99136,43204,259224,0.42,4,56,29,1,17034,27396,229091,22,stable
CUST_STB_10622,50,Male,Semi-Urban,31306,14217,184821,0.44,3,55,29,2,17801,35388,188257,18,stable
CUST_RND_1375,42,Female,Rural,124529,103078,360672,0.84,1,5,11,7,88208,13039,182494,13,decrease
CUST_DEC_2810,37,Male,Semi-Urban,27994,21934,307076,0.85,4,42,64,4,10865,47706,207815,9,decrease
CUST_DEC_2929,23,Male,Urban,105063,75928,2505624,0.97,4,7,51,3,36011,9176,295390,7,decrease
CUST_INC_337,43,Female,Rural,79754,12067,36201,0.23,3,89,1,1,27144,18849,104133,34,increase
CUST_INC_1397,35,Female,Urban,69008,13736,27472,0.2,2,98,6,1,6384,31530,221270,24,increase
CUST_STB_7174,45,Female,Urban,119773,58971,648681,0.41,3,54,19,2,32071,36475,186276,20,stable
CUST_DEC_217,42,Female,Urban,128218,106776,1921968,0.84,4,7,64,3,25920,25004,271435,10,decrease
CUST_INC_1698,38,Male,Urban,144562,2320,18560,0.12,1,86,5,0,22880,36631,334780,25,increase
CUST_INC_84,60,Female,Urban,124747,4791,33537,0.14,4,91,5,0,30872,19374,156868,33,increase
CUST_INC_4026,61,Female,Rural,42902,7786,23358,0.23,2,99,2,1,8295,34108,142596,35,increase
CUST_STB_7542,36,Female,Urban,107491,41040,533520,0.44,2,59,27,2,43528,26321,202537,13,stable
CUST_STB_764,23,Female,Urban,109672,49546,792736,0.42,3,60,18,1,12999,7219,146246,23,stable
CUST_INC_1188,35,Female,Rural,40456,7861,55027,0.13,4,96,8,1,14457,38435,101554,28,increase
CUST_STB_5925,43,Male,Rural,69325,25047,375705,0.43,3,53,26,1,15698,15461,106796,19,stable
CUST_DEC_3462,33,Male,Urban,130366,101599,2743173,0.88,3,47,41,7,8697,23341,193771,11,decrease
CUST_INC_2156,32,Male,Semi-Urban,70407,10775,86200,0.13,3,92,7,1,49493,20651,147545,24,increase
CUST_STB_5067,45,Female,Semi-Urban,55010,25353,329589,0.49,3,57,24,2,22462,20969,85500,24,stable
CUST_STB_6841,31,Male,Rural,72276,31686,506976,0.47,3,48,22,2,10506,26133,129911,13,stable
CUST_STB_7595,48,Female,Semi-Urban,42254,15300,153000,0.41,2,49,25,1,38667,27563,201980,22,stable
CUST_INC_638,31,Female,Rural,32637,2372,11860,0.22,2,93,2,0,6915,25907,99536,29,increase
CUST_STB_12732,24,Female,Semi-Urban,86213,42353,381177,0.47,4,57,29,1,11686,23142,150557,22,stable
CUST_STB_2770,53,Female,Rural,40348,19880,337960,0.43,1,58,20,1,46008,46958,136531,21,stable
CUST_RND_1133,29,Female,Urban,36160,49743,66339,0.89,5,10,79,4,92703,54719,73267,14,decrease
CUST_STB_1954,51,Male,Urban,139322,66457,930398,0.49,4,56,10,1,42602,1546,127546,22,stable
CUST_INC_4881,59,Male,Urban,90780,8305,49830,0.2,2,99,8,1,21905,31887,166283,25,increase
CUST_STB_11248,35,Female,Rural,77234,27504,247536,0.48,2,61,21,1,28684,15004,98099,20,stable
CUST_DEC_3777,36,Male,Urban,131724,126546,2151282,0.9,4,3,88,4,19084,29181,259056,10,decrease
CUST_RND_1850,45,Female,Urban,46247,72840,212483,0.73,4,92,32,8,32378,66391,216886,3,decrease
CUST_RND_1784,29,Female,Semi-Urban,93084,8701,155346,0.72,5,89,83,5,40918,60590,299010,24,decrease
CUST_STB_8508,29,Female,Urban,149888,60665,970640,0.43,3,50,11,1,46353,29308,216114,17,stable
CUST_INC_4329,46,Female,Semi-Urban,38512,4142,16568,0.25,1,96,7,0,12401,3866,77599,24,increase
CUST_STB_4121,41,Male,Urban,93797,34281,445653,0.46,2,63,11,1,6186,34149,262441,17,stable
CUST_DEC_112,57,Female,Semi-Urban,47630,30885,401505,0.74,3,28,70,7,10182,37995,216505,9,decrease
CUST_INC_3106,54,Female,Rural,46298,3985,7970,0.29,4,95,3,1,41148,17900,185597,29,increase
CUST_STB_9760,39,Female,Semi-Urban,62334,30294,181764,0.41,4,55,28,2,30944,10510,133519,23,stable
CUST_STB_9087,50,Female,Rural,73576,32808,557736,0.42,2,49,22,2,23090,22895,175877,21,stable
CUST_STB_11576,30,Female,Urban,128878,50306,754590,0.47,4,54,24,1,36249,1509,308966,21,stable
CUST_RND_1892,38,Male,Urban,70740,50293,431847,0.21,1,88,50,6,83145,81831,298114,7,increase
CUST_STB_4909,33,Female,Urban,66357,31904,414752,0.5,1,63,12,2,33215,15745,260669,21,stable
CUST_STB_9574,30,Male,Semi-Urban,36495,13179,131790,0.45,3,59,22,1,32853,4395,243656,15,stable
CUST_STB_606,48,Female,Rural,59649,26907,295977,0.45,1,60,28,1,38785,18610,86404,24,stable
CUST_STB_16,37,Female,Semi-Urban,51736,23792,237920,0.4,4,45,10,1,43559,26309,175359,13,stable
CUST_INC_3053,27,Female,Urban,79008,10377,51885,0.23,1,99,4,1,47191,47812,289182,35,increase
CUST_STB_6413,63,Female,Urban,79530,29709,297090,0.42,3,49,19,1,16042,26864,320684,20,stable
CUST_RND_663,56,Male,Rural,78557,13767,139033,0.56,1,19,57,7,14773,85508,330830,5,decrease
CUST_STB_9757,48,Female,Rural,48598,17750,106500,0.43,4,48,14,1,29421,25868,53363,23,stable
CUST_STB_5767,35,Female,Rural,77364,31488,314880,0.41,3,53,10,1,12789,31798,187236,18,stable
CUST_STB_3050,47,Female,Urban,149529,52360,785400,0.44,4,53,11,1,12755,13384,296597,14,stable
CUST_STB_7729,37,Male,Semi-Urban,31845,13873,235841,0.46,3,45,18,1,28793,32826,210901,17,stable
CUST_STB_3953,50,Male,Urban,79799,39018,273126,0.47,3,52,17,2,29770,40828,374432,19,stable
CUST_STB_310,59,Female,Urban,60058,23785,237850,0.46,3,57,29,1,6105,15417,251385,15,stable
CUST_STB_9676,63,Male,Urban,62133,21984,263808,0.45,4,46,18,1,7948,18863,121437,18,stable
CUST_STB_9446,55,Female,Semi-Urban,46735,19386,174474,0.43,1,54,15,1,46857,17231,197083,17,stable
CUST_INC_1336,37,Female,Urban,111478,21385,64155,0.12,4,90,0,0,35406,24718,290212,30,increase
CUST_DEC_4616,22,Female,Urban,80962,64451,2191334,0.91,1,11,33,7,16402,44477,154649,12,decrease
CUST_STB_1150,63,Male,Rural,38300,15250,244000,0.47,1,60,24,1,39404,22564,190638,14,stable
CUST_DEC_2215,57,Male,Urban,101419,100250,3208000,0.73,3,4,71,7,7076,41645,175820,12,decrease
CUST_STB_2518,30,Male,Rural,79431,35073,280584,0.46,1,46,28,2,22906,40245,165864,12,stable
CUST_INC_2027,23,Male,Urban,118007,17425,139400,0.2,4,89,2,0,17686,7928,366602,31,increase
CUST_INC_2341,31,Female,Urban,86294,12926,77556,0.22,3,99,1,1,42462,47147,237273,31,increase
CUST_DEC_150,36,Female,Urban,120867,89648,1344720,0.86,4,22,69,7,40017,1301,329773,11,decrease
CUST_STB_2129,28,Female,Semi-Urban,64583,27468,219744,0.49,4,48,13,1,22308,5429,156179,22,stable
CUST_STB_703,60,Female,Urban,120032,51861,311166,0.46,2,46,27,1,11461,38934,112062,21,stable
CUST_INC_3785,47,Male,Urban,118844,10138,20276,0.25,2,91,4,1,19075,24760,206597,30,increase
CUST_STB_4867,44,Female,Urban,100099,45951,827118,0.43,4,46,26,2,6649,35176,296285,23,stable
CUST_STB_3675,53,Male,Semi-Urban,81867,36400,582400,0.49,4,62,23,2,36247,30101,153874,23,stable
CUST_STB_3843,56,Female,Urban,62680,30040,180240,0.48,1,50,23,2,40330,15596,290988,15,stable
CUST_DEC_4549,22,Female,Urban,62448,34713,624834,0.9,3,19,58,5,37431,39656,193747,11,decrease
CUST_DEC_2839,54,Male,Urban,142752,129715,2464585,0.88,3,0,52,6,32502,9360,310200,10,decrease
CUST_STB_1112,50,Female,Urban,139605,55719,334314,0.42,1,61,13,1,41075,16488,361869,18,stable
CUST_INC_5179,37,Male,Rural,28669,2356,4712,0.17,4,87,5,1,5533,12435,73585,29,increase
CUST_DEC_4048,53,Male,Rural,46512,35762,1251670,0.79,2,1,76,5,40797,35343,136787,10,decrease
CUST_DEC_2848,31,Female,Urban,135181,81814,1963536,0.81,4,13,75,7,34390,30942,359891,8,decrease
CUST_DEC_3626,60,Female,Rural,46779,27588,386232,0.82,2,18,67,3,23155,9928,114417,7,decrease
CUST_STB_638,63,Male,Semi-Urban,78502,32462,292158,0.46,4,46,24,1,25760,9490,179616,14,stable
CUST_STB_8441,24,Male,Semi-Urban,33941,12559,87913,0.44,4,56,23,2,46250,28012,76475,15,stable
CUST_STB_2407,57,Female,Urban,46588,22469,134814,0.45,1,50,28,1,31074,8809,196479,21,stable
CUST_STB_13210,56,Male,Semi-Urban,86386,35337,282696,0.4,2,54,23,1,21257,43860,89640,16,stable
CUST_STB_13119,36,Male,Urban,80544,29684,385892,0.41,4,53,11,1,44884,43603,110121,13,stable
CUST_STB_6747,49,Female,Rural,78134,37526,675468,0.42,1,63,17,1,44661,45336,165134,22,stable
CUST_STB_8889,30,Female,Semi-Urban,54004,26694,427104,0.43,1,61,12,2,46859,9632,169363,13,stable
CUST_STB_9815,47,Male,Urban,41125,14935,134415,0.48,4,56,16,2,18348,35005,292586,15,stable
CUST_DEC_915,48,Female,Urban,115115,75580,1662760,0.86,1,8,80,7,12643,14309,288769,11,decrease
CUST_RND_1959,60,Male,Urban,121263,15220,262299,0.62,7,57,90,4,34278,99268,153721,22,stable
CUST_STB_9982,50,Male,Urban,92812,45025,495275,0.41,3,48,11,1,30536,11045,240924,20,stable
CUST_STB_2229,50,Male,Urban,123998,45599,729584,0.45,1,48,27,2,45483,3325,335479,24,stable
CUST_INC_543,38,Male,Semi-Urban,52976,8795,17590,0.28,3,86,6,1,40959,30089,147172,35,increase
CUST_INC_4233,24,Female,Urban,47433,4715,9430,0.14,3,90,3,0,5728,9561,366869,27,increase
CUST_STB_5770,56,Female,Rural,62011,22681,362896,0.45,4,55,22,1,38548,29175,195722,19,stable
CUST_STB_5613,26,Female,Urban,93548,35337,282696,0.46,1,54,18,1,48569,45563,105068,17,stable
CUST_DEC_4854,57,Female,Rural,60905,54794,1589026,0.73,1,29,38,5,29924,12966,109818,7,decrease
CUST_STB_5456,47,Female,Semi-Urban,66303,29271,497607,0.45,3,48,27,2,26658,13647,217435,21,stable
CUST_STB_7880,52,Male,Rural,76606,27697,498546,0.43,2,47,14,1,21682,47836,164426,21,stable
CUST_STB_7687,39,Female,Urban,61845,25373,355222,0.45,4,56,10,2,6003,41882,370515,21,stable
CUST_STB_71,61,Female,Rural,79500,38175,229050,0.46,4,46,24,2,11738,15913,174049,19,stable
